seq,epoch_start,t_rel_s,latency_ms,status,ok,error
61,1788580204.105,10.308,5978.24,200,True,
62,1788580204.539,10.742,5663.15,200,True,
63,1788580207.196,13.4,3025.36,200,True,
64,1788580207.745,13.948,2992.21,200,True,
65,1788580208.008,14.211,3236.84,200,True,
66,1788580208.153,14.356,3583.98,200,True,
67,1788580211.737,17.94,455.99,200,True,
68,1788580208.194,14.398,4137.32,200,True,
69,1788580208.748,14.951,4058.83,200,True,
70,1788580212.193,18.396,820.0,200,True,
71,1788580212.332,18.535,964.93,200,True,
72,1788580209.089,15.292,4223.29,200,True,
73,1788580213.013,19.216,672.58,200,True,
74,1788580209.237,15.44,4589.31,200,True,
75,1788580209.285,15.488,5045.37,200,True,
76,1788580209.739,15.942,5092.6,200,True,
77,1788580214.832,21.035,453.34,200,True,
78,1788580210.083,16.286,5311.97,200,True,
79,1788580210.202,16.405,5695.3,200,True,
80,1788580215.897,22.101,486.11,200,True,
81,1788580210.222,16.425,6182.55,200,True,
82,1788580210.737,16.94,6185.01,200,True,
83,1788580216.384,22.587,906.29,200,True,
84,1788580216.404,22.608,991.83,200,True,
85,1788580211.245,17.448,6151.03,200,True,
86,1788580212.807,19.01,5109.18,200,True,
87,1788580216.922,23.125,1368.01,200,True,
88,1788580217.29,23.493,1182.77,200,True,
89,1788580213.297,19.5,5192.22,200,True,
90,1788580213.312,19.515,5586.25,200,True,
91,1788580217.396,23.599,1977.5,200,True,
92,1788580217.396,23.599,2078.9,200,True,
93,1788580213.685,19.888,5802.03,200,True,
94,1788580213.826,20.03,6062.16,200,True,
95,1788580217.916,24.119,2451.77,200,True,
96,1788580214.33,20.534,6180.71,200,True,
97,1788580218.29,24.493,2377.72,200,True,
98,1788580215.285,21.488,5518.68,200,True,
99,1788580218.898,25.101,2480.42,200,True,
100,1788580215.395,21.598,6277.34,200,True,
101,1788580219.475,25.678,2200.47,200,True,
102,1788580218.473,24.676,3327.88,200,True,
103,1788580219.487,25.69,2974.03,200,True,
104,1788580218.489,24.692,4111.79,200,True,
105,1788580219.889,26.092,2780.85,200,True,
106,1788580219.374,25.577,3402.9,200,True,
107,1788580220.368,26.571,3102.5,200,True,
108,1788580220.511,26.714,3236.5,200,True,
109,1788580220.668,26.871,3897.76,200,True,
110,1788580220.804,27.007,3954.3,200,True,
111,1788580224.758,30.961,452.37,200,True,
112,1788580221.379,27.582,4179.52,200,True,
113,1788580221.672,27.876,4165.14,200,True,
114,1788580225.558,31.761,631.38,200,True,
115,1788580221.675,27.879,4869.78,200,True,
116,1788580225.838,32.041,719.63,200,True,
117,1788580221.8,28.004,5052.02,200,True,
118,1788580226.557,32.76,725.26,200,True,
119,1788580222.461,28.664,5091.19,200,True,
120,1788580226.852,33.056,1016.38,200,True,
121,1788580222.601,28.804,5362.9,200,True,
122,1788580227.283,33.486,1010.71,200,True,
123,1788580227.869,34.072,739.92,200,True,
124,1788580222.669,28.873,5991.1,200,True,
125,1788580222.777,28.98,6297.2,200,True,
126,1788580228.609,34.812,515.56,200,True,
127,1788580223.47,29.674,6197.34,200,True,
128,1788580229.124,35.328,561.21,200,True,
129,1788580223.748,29.951,6337.68,200,True,
130,1788580229.686,35.889,527.45,200,True,
131,1788580224.565,30.769,6126.88,200,True,
132,1788580225.21,31.413,5971.91,200,True,
133,1788580226.19,32.393,5521.45,200,True,
134,1788580226.545,32.749,5649.97,200,True,
135,1788580231.711,37.914,493.04,200,True,
136,1788580227.552,33.756,5262.17,200,True,
137,1788580232.204,38.407,942.37,200,True,
138,1788580227.964,34.167,5238.91,200,True,
139,1788580232.195,38.398,1054.46,200,True,
140,1788580228.293,34.496,5613.67,200,True,
141,1788580228.661,34.864,5547.32,200,True,
142,1788580232.815,39.018,1426.13,200,True,
143,1788580233.146,39.35,1206.07,200,True,
144,1788580229.074,35.277,5836.05,200,True,
145,1788580229.668,35.871,5547.74,200,True,
146,1788580233.203,39.406,2053.91,200,True,
147,1788580233.25,39.453,2106.09,200,True,
148,1788580230.085,36.289,5923.72,200,True,
149,1788580233.907,40.11,2340.0,200,True,
150,1788580230.213,36.416,6089.0,200,True,
151,1788580234.208,40.411,2336.92,200,True,
152,1788580230.692,36.896,6326.48,200,True,
153,1788580234.241,40.444,2920.7,200,True,
154,1788580231.182,37.385,6019.75,200,True,
155,1788580234.352,40.556,3207.84,200,True,
156,1788580237.202,43.405,515.67,200,True,
157,1788580234.91,41.113,3351.99,200,True,
158,1788580235.215,41.419,3448.57,200,True,
159,1788580238.262,44.465,447.0,200,True,
160,1788580235.256,41.46,4092.28,200,True,
161,1788580235.356,41.559,4389.66,200,True,
162,1788580236.009,42.212,4339.19,200,True,
163,1788580240.348,46.551,445.2,200,True,
164,1788580236.247,42.45,4565.14,200,True,
165,1788580240.812,47.015,496.12,200,True,
166,1788580236.302,42.505,5142.55,200,True,
167,1788580236.545,42.748,5317.24,200,True,
168,1788580241.308,47.511,891.16,200,True,
169,1788580237.019,43.222,5423.9,200,True,
170,1788580241.445,47.648,1041.71,200,True,
171,1788580237.161,43.365,5787.5,200,True,
172,1788580242.199,48.403,1004.93,200,True,
173,1788580242.486,48.69,901.22,200,True,
174,1788580237.56,43.764,5974.83,200,True,
175,1788580243.387,49.591,499.9,200,True,
176,1788580237.718,43.921,6318.6,200,True,
177,1788580243.887,50.091,516.77,200,True,
178,1788580238.664,44.867,5870.18,200,True,
179,1788580244.534,50.737,444.68,200,True,
180,1788580238.709,44.912,6422.69,200,True,
181,1788580239.349,45.552,6185.73,200,True,
182,1788580244.979,51.182,721.66,200,True,
183,1788580245.534,51.738,481.28,200,True,
184,1788580239.745,45.949,6387.28,200,True,
185,1788580240.793,46.997,5751.03,200,True,
186,1788580246.133,52.336,450.47,200,True,
187,1788580241.862,48.065,5337.66,200,True,
188,1788580246.544,52.748,834.48,200,True,
189,1788580246.583,52.786,907.36,200,True,
190,1788580242.443,48.646,5097.43,200,True,
191,1788580247.491,53.694,447.76,200,True,
192,1788580247.54,53.743,465.54,200,True,
193,1788580247.2,53.403,890.82,200,True,
194,1788580242.949,49.152,5283.41,200,True,
195,1788580247.379,53.582,1009.42,200,True,
196,1788580243.204,49.407,5388.93,200,True,
197,1788580248.006,54.209,724.73,200,True,
198,1788580247.938,54.142,958.45,200,True,
199,1788580248.091,54.294,1000.9,200,True,
200,1788580248.232,54.436,874.08,200,True,
201,1788580243.535,49.738,5792.0,200,True,
202,1788580248.388,54.592,1416.58,200,True,
203,1788580244.036,50.239,5775.46,200,True,
204,1788580248.593,54.796,1369.75,200,True,
205,1788580248.73,54.934,1338.95,200,True,
206,1788580249.106,55.31,996.51,200,True,
207,1788580244.404,50.607,5828.41,200,True,
208,1788580249.805,56.008,583.05,200,True,
209,1788580249.963,56.166,832.12,200,True,
210,1788580245.131,51.335,5779.54,200,True,
211,1788580248.897,55.1,2090.15,200,True,
212,1788580250.069,56.273,924.11,200,True,
213,1788580249.091,55.295,2000.46,200,True,
214,1788580250.388,56.591,764.63,200,True,
215,1788580245.7,51.904,5607.38,200,True,
216,1788580250.233,56.436,1239.09,200,True,
217,1788580246.016,52.219,5591.37,200,True,
218,1788580251.153,57.356,605.48,200,True,
219,1788580249.327,55.53,2727.94,200,True,
220,1788580250.795,56.998,1273.05,200,True,
221,1788580249.812,56.015,2275.74,200,True,
222,1788580250.911,57.114,1561.24,200,True,
223,1788580251.472,57.675,1017.47,200,True,
224,1788580251.758,57.961,1034.72,200,True,
225,1788580252.472,58.675,450.84,200,True,
226,1788580250.987,57.19,1994.73,200,True,
227,1788580252.055,58.258,1001.37,200,True,
228,1788580250.103,56.306,3068.2,200,True,
229,1788580252.489,58.692,763.04,200,True,
230,1788580250.994,57.197,2498.91,200,True,
231,1788580252.923,59.126,852.55,200,True,
232,1788580251.092,57.295,2973.39,200,True,
233,1788580252.087,58.291,2060.33,200,True,
234,1788580253.056,59.26,1184.94,200,True,
235,1788580252.982,59.185,1261.35,200,True,
236,1788580253.171,59.374,1115.47,200,True,
237,1788580253.252,59.455,1052.09,200,True,
238,1788580251.308,57.511,3353.14,200,True,
239,1788580253.776,59.979,1129.1,200,True,
240,1788580251.607,57.81,3355.92,200,True,
241,1788580254.241,60.445,898.96,200,True,
242,1788580254.287,60.49,991.88,200,True,
243,1788580254.661,60.864,625.71,200,True,
244,1788580254.243,60.446,1124.64,200,True,
245,1788580252.068,58.271,3600.13,200,True,
246,1788580254.905,61.108,783.93,200,True,
247,1788580254.304,60.508,1439.12,200,True,
248,1788580254.963,61.166,974.57,200,True,
249,1788580252.793,58.996,3166.44,200,True,
250,1788580255.368,61.571,963.21,200,True,
251,1788580253.492,59.696,3254.9,200,True,
252,1788580256.331,62.534,451.47,200,True,
253,1788580255.938,62.141,935.27,200,True,
254,1788580255.959,62.163,985.01,200,True,
255,1788580254.065,60.269,2883.72,200,True,
256,1788580255.668,61.871,1302.65,200,True,
257,1788580255.743,61.947,1428.27,200,True,
258,1788580256.944,63.148,523.44,200,True,
259,1788580256.782,62.986,904.14,200,True,
260,1788580254.148,60.351,3602.97,200,True,
261,1788580256.873,63.076,995.48,200,True,
262,1788580255.14,61.344,2920.96,200,True,
263,1788580257.686,63.89,447.35,200,True,
264,1788580257.751,63.954,914.32,200,True,
265,1788580255.278,61.482,3479.46,200,True,
266,1788580256.949,63.152,1904.13,200,True,
267,1788580257.868,64.072,997.07,200,True,
268,1788580257.468,63.671,1410.36,200,True,
269,1788580255.287,61.49,3772.07,200,True,
270,1788580258.665,64.868,436.02,200,True,
271,1788580258.061,64.265,1619.07,200,True,
272,1788580258.853,65.056,839.5,200,True,
273,1788580255.689,61.892,4172.11,200,True,
274,1788580258.134,64.337,1840.36,200,True,
275,1788580256.747,62.951,3328.48,200,True,
276,1788580259.059,65.262,1115.95,200,True,
277,1788580259.861,66.064,737.58,200,True,
278,1788580258.758,64.961,1940.43,200,True,
279,1788580259.974,66.177,875.14,200,True,
280,1788580259.68,65.884,1204.15,200,True,
281,1788580256.971,63.174,3914.16,200,True,
282,1788580258.878,65.081,2121.56,200,True,
283,1788580257.172,63.375,4002.28,200,True,
284,1788580260.175,66.378,1041.7,200,True,
285,1788580260.598,66.802,1012.73,200,True,
286,1788580260.076,66.279,1720.1,200,True,
287,1788580258.865,65.069,3108.39,200,True,
288,1788580260.849,67.053,1247.76,200,True,
289,1788580259.101,65.304,3080.25,200,True,
290,1788580262.181,68.384,515.5,200,True,
291,1788580260.885,67.088,1921.38,200,True,
292,1788580259.693,65.896,3302.81,200,True,
293,1788580261.611,67.814,1492.99,200,True,
294,1788580260.698,66.902,2507.12,200,True,
295,1788580262.697,68.9,509.76,200,True,
296,1788580262.806,69.01,725.09,200,True,
297,1788580263.205,69.409,515.23,200,True,
298,1788580261.796,67.999,2019.93,200,True,
299,1788580260.885,67.088,3210.15,200,True,
300,1788580261.974,68.177,2152.74,200,True,
301,1788580263.104,69.307,1047.53,200,True,
302,1788580261.0,67.203,3214.48,200,True,
303,1788580263.207,69.41,1329.19,200,True,
304,1788580262.097,68.3,2819.4,200,True,
305,1788580264.095,70.298,885.38,200,True,
306,1788580261.174,67.377,3925.49,200,True,
307,1788580264.152,70.355,1033.09,200,True,
308,1788580263.531,69.735,1678.46,200,True,
309,1788580261.216,67.42,3996.43,200,True,
310,1788580262.995,69.199,2323.82,200,True,
311,1788580264.214,70.417,1398.92,200,True,
312,1788580263.721,69.924,2217.37,200,True,
313,1788580264.98,71.183,1003.01,200,True,
314,1788580264.916,71.12,1234.22,200,True,
315,1788580265.099,71.303,1225.91,200,True,
316,1788580263.816,70.019,2511.61,200,True,
317,1788580265.613,71.816,1030.94,200,True,
318,1788580264.127,70.33,2813.11,200,True,
319,1788580265.185,71.388,1804.61,200,True,
320,1788580265.938,72.141,1223.3,200,True,
321,1788580265.21,71.413,2134.03,200,True,
322,1788580264.536,70.739,2892.1,200,True,
323,1788580265.983,72.186,1674.75,200,True,
324,1788580265.319,71.523,2702.62,200,True,
325,1788580265.213,71.416,2825.71,200,True,
326,1788580266.151,72.354,2018.96,200,True,
327,1788580266.644,72.847,1600.0,200,True,
328,1788580268.039,74.242,412.29,200,True,
329,1788580266.94,73.143,1602.33,200,True,
330,1788580266.325,72.529,2337.85,200,True,
331,1788580267.161,73.365,1783.99,200,True,
332,1788580268.542,74.745,498.83,200,True,
333,1788580268.663,74.866,455.76,200,True,
334,1788580266.327,72.531,2834.88,200,True,
335,1788580269.041,75.244,568.85,200,True,
336,1788580266.989,73.193,2671.67,200,True,
337,1788580267.428,73.631,2309.98,200,True,
338,1788580268.945,75.149,878.97,200,True,
339,1788580267.658,73.861,2287.27,200,True,
340,1788580267.344,73.547,2882.52,200,True,
341,1788580269.162,75.366,1127.52,200,True,
342,1788580269.738,75.941,679.61,200,True,
343,1788580268.17,74.373,2553.46,200,True,
344,1788580268.022,74.225,2712.65,200,True,
345,1788580269.824,76.028,1008.45,200,True,
346,1788580269.945,76.148,1066.45,200,True,
347,1788580268.244,74.447,2796.33,200,True,
348,1788580268.451,74.654,2805.94,200,True,
349,1788580270.226,76.43,1101.31,200,True,
350,1788580270.417,76.621,998.96,200,True,
351,1788580269.119,75.322,2575.92,200,True,
352,1788580269.61,75.813,2115.54,200,True,
353,1788580270.29,76.493,1545.93,200,True,
354,1788580271.012,77.215,1099.73,200,True,
355,1788580269.661,75.864,2477.06,200,True,
356,1788580270.723,76.926,1529.1,200,True,
357,1788580270.735,76.938,1586.57,200,True,
358,1788580271.04,77.244,1389.75,200,True,
359,1788580270.833,77.036,1902.54,200,True,
360,1788580271.328,77.531,1421.62,200,True,
361,1788580271.257,77.46,1670.52,200,True,
362,1788580271.836,78.039,1124.86,200,True,
363,1788580271.695,77.898,1425.17,200,True,
364,1788580271.416,77.62,1920.61,200,True,
365,1788580271.725,77.928,1636.53,200,True,
366,1788580272.111,78.315,1413.88,200,True,
367,1788580272.961,79.164,673.3,200,True,
368,1788580272.138,78.341,1620.85,200,True,
369,1788580272.43,78.633,1561.56,200,True,
370,1788580273.337,79.54,692.47,200,True,
371,1788580272.321,78.524,1791.64,200,True,
372,1788580272.927,79.131,1460.22,200,True,
373,1788580272.252,78.455,2189.81,200,True,
374,1788580273.992,80.195,543.33,200,True,
375,1788580272.735,78.939,1888.41,200,True,
376,1788580272.749,78.953,2005.45,200,True,
377,1788580273.12,79.323,1908.21,200,True,
378,1788580274.029,80.233,1053.52,200,True,
379,1788580273.759,79.962,1603.78,200,True,
380,1788580274.113,80.316,1296.74,200,True,
381,1788580273.362,79.565,2053.77,200,True,
382,1788580274.442,80.645,985.51,200,True,
383,1788580274.624,80.827,924.7,200,True,
384,1788580274.388,80.591,1421.48,200,True,
385,1788580273.525,79.728,2501.91,200,True,
386,1788580275.409,81.613,799.32,200,True,
387,1788580274.755,80.958,1686.83,200,True,
388,1788580273.634,79.837,2878.18,200,True,
389,1788580275.548,81.752,1049.88,200,True,
390,1788580275.363,81.566,1477.28,200,True,
391,1788580274.535,80.738,2543.49,200,True,
392,1788580276.209,82.412,1004.55,200,True,
393,1788580275.809,82.012,1642.63,200,True,
394,1788580275.028,81.231,2488.51,200,True,
395,1788580276.512,82.715,1004.65,200,True,
396,1788580276.598,82.802,1072.25,200,True,
397,1788580277.213,83.417,502.2,200,True,
398,1788580275.083,81.286,3025.46,200,True,
399,1788580277.078,83.282,1225.98,200,True,
400,1788580277.671,83.874,653.99,200,True,
401,1788580275.416,81.619,3097.88,200,True,
402,1788580277.517,83.72,1093.85,200,True,
403,1788580275.428,81.631,3683.13,200,True,
404,1788580278.108,84.312,1011.3,200,True,
405,1788580278.304,84.508,955.12,200,True,
406,1788580277.716,83.919,1580.55,200,True,
407,1788580278.513,84.717,1094.44,200,True,
408,1788580276.027,82.23,3587.8,200,True,
409,1788580279.12,85.323,787.1,200,True,
410,1788580276.442,82.645,3763.93,200,True,
411,1788580278.611,84.814,1697.77,200,True,
412,1788580279.907,86.11,502.06,200,True,
413,1788580279.26,85.463,1168.88,200,True,
414,1788580279.615,85.818,887.36,200,True,
415,1788580276.84,83.043,3831.11,200,True,
416,1788580279.296,85.499,1636.61,200,True,
417,1788580280.671,86.874,493.39,200,True,
418,1788580277.452,83.655,3845.8,200,True,
419,1788580279.608,85.811,1812.75,200,True,
420,1788580277.517,83.72,4178.92,200,True,
421,1788580280.409,86.612,1613.78,200,True,
422,1788580278.325,84.528,3982.64,200,True,
423,1788580280.428,86.632,2009.55,200,True,
424,1788580279.111,85.314,3579.38,200,True,
425,1788580282.438,88.641,452.84,200,True,
426,1788580282.307,88.51,589.89,200,True,
427,1788580280.502,86.705,2618.97,200,True,
428,1788580282.69,88.893,627.85,200,True,
429,1788580280.206,86.409,3285.45,200,True,
430,1788580280.933,87.136,2594.17,200,True,
431,1788580283.121,89.324,466.16,200,True,
432,1788580280.308,86.512,3290.2,200,True,
433,1788580283.318,89.521,779.8,200,True,
434,1788580281.164,87.368,3017.85,200,True,
435,1788580284.098,90.301,470.28,200,True,
436,1788580281.297,87.501,3295.02,200,True,
437,1788580281.696,87.899,2896.8,200,True,
438,1788580281.421,87.624,3194.71,200,True,
439,1788580283.527,89.73,1182.23,200,True,
440,1788580283.599,89.802,1511.15,200,True,
441,1788580282.023,88.226,3092.54,200,True,
442,1788580283.587,89.791,2004.31,200,True,
443,1788580284.182,90.386,1414.38,200,True,
444,1788580282.891,89.094,2886.62,200,True,
445,1788580284.592,90.796,1192.49,200,True,
446,1788580285.115,91.318,871.79,200,True,
447,1788580284.615,90.819,1379.02,200,True,
448,1788580285.11,91.313,962.71,200,True,
449,1788580282.897,89.1,3179.03,200,True,
450,1788580284.568,90.771,2009.82,200,True,
451,1788580284.592,90.796,2155.27,200,True,
452,1788580283.491,89.694,3406.31,200,True,
453,1788580284.709,90.912,2311.6,200,True,
454,1788580285.994,92.198,1075.48,200,True,
455,1788580285.777,91.981,1295.95,200,True,
456,1788580287.021,93.224,515.16,200,True,
457,1788580285.785,91.988,1795.06,200,True,
458,1788580285.987,92.19,1797.21,200,True,
459,1788580285.592,91.795,2303.89,200,True,
460,1788580287.58,93.783,438.28,200,True,
461,1788580287.07,93.273,998.49,200,True,
462,1788580286.076,92.279,2087.63,200,True,
463,1788580285.597,91.8,2595.33,200,True,
464,1788580286.072,92.276,2507.15,200,True,
465,1788580286.578,92.781,2298.91,200,True,
466,1788580286.897,93.101,2106.15,200,True,
467,1788580287.073,93.277,1981.04,200,True,
468,1788580288.018,94.222,1054.85,200,True,
469,1788580288.068,94.272,1014.62,200,True,
470,1788580287.896,94.099,1291.37,200,True,
471,1788580287.784,93.987,1467.09,200,True,
472,1788580288.192,94.395,1471.63,200,True,
473,1788580286.748,92.951,2926.38,200,True,
474,1788580287.536,93.739,2442.15,200,True,
475,1788580288.877,95.08,1204.59,200,True,
476,1788580289.004,95.207,1088.37,200,True,
477,1788580289.073,95.276,1020.9,200,True,
478,1788580289.083,95.286,1090.39,200,True,
479,1788580288.164,94.367,2594.53,200,True,
480,1788580290.094,96.297,751.79,200,True,
481,1788580290.173,96.377,872.22,200,True,
482,1788580288.58,94.783,2483.44,200,True,
483,1788580289.187,95.39,1879.0,200,True,
484,1788580290.081,96.285,1002.32,200,True,
485,1788580289.251,95.455,1934.89,200,True,
486,1788580289.978,96.181,1273.33,200,True,
487,1788580291.046,97.249,699.93,200,True,
488,1788580289.054,95.258,2711.87,200,True,
489,1788580290.758,96.962,1232.2,200,True,
490,1788580291.251,97.455,805.77,200,True,
491,1788580291.063,97.266,1000.13,200,True,
492,1788580289.664,95.867,2413.27,200,True,
493,1788580289.674,95.877,2695.48,200,True,
494,1788580291.084,97.287,1313.46,200,True,
495,1788580292.077,98.28,498.14,200,True,
496,1788580291.745,97.949,1033.49,200,True,
497,1788580291.186,97.389,1880.98,200,True,
498,1788580290.092,96.295,2998.87,200,True,
499,1788580291.99,98.194,1181.57,200,True,
500,1788580290.846,97.049,2547.14,200,True,
501,1788580292.057,98.26,1455.88,200,True,
502,1788580293.091,99.294,472.71,200,True,
503,1788580292.063,98.266,1829.14,200,True,
504,1788580291.066,97.269,3030.42,200,True,
505,1788580292.397,98.6,1781.86,200,True,
506,1788580292.779,98.982,1473.33,200,True,
507,1788580291.766,97.97,2747.76,200,True,
508,1788580293.067,99.27,1543.74,200,True,
509,1788580294.096,100.3,781.67,200,True,
510,1788580293.563,99.767,1438.92,200,True,
511,1788580292.37,98.573,2748.22,200,True,
512,1788580293.892,100.096,1231.98,200,True,
513,1788580294.252,100.456,1031.95,200,True,
514,1788580294.179,100.382,1121.35,200,True,
515,1788580292.575,98.778,3046.36,200,True,
516,1788580294.514,100.717,1114.04,200,True,
517,1788580294.611,100.814,1284.91,200,True,
518,1788580294.878,101.081,1230.97,200,True,
519,1788580293.172,99.375,3047.35,200,True,
520,1788580295.002,101.206,1227.56,200,True,
521,1788580295.118,101.321,1184.5,200,True,
522,1788580295.124,101.327,1247.35,200,True,
523,1788580295.284,101.487,1349.58,200,True,
524,1788580293.393,99.596,3422.92,200,True,
525,1788580295.3,101.503,1825.26,200,True,
526,1788580295.621,101.825,1581.37,200,True,
527,1788580293.513,99.716,3722.92,200,True,
528,1788580295.629,101.832,1704.17,200,True,
529,1788580295.896,102.099,1520.81,200,True,
530,1788580296.219,102.423,1208.9,200,True,
531,1788580296.302,102.506,1329.69,200,True,
532,1788580296.372,102.575,1466.35,200,True,
533,1788580297.236,103.439,779.56,200,True,
534,1788580296.109,102.312,2105.18,200,True,
535,1788580296.23,102.433,1988.56,200,True,
536,1788580297.126,103.329,1200.61,200,True,
537,1788580296.816,103.019,1690.97,200,True,
538,1788580296.634,102.837,1881.02,200,True,
539,1788580298.219,104.422,499.73,200,True,
540,1788580297.333,103.536,1606.28,200,True,
541,1788580298.718,104.922,505.98,200,True,
542,1788580297.203,103.406,2100.83,200,True,
543,1788580297.632,103.835,1685.53,200,True,
544,1788580297.428,103.632,1914.47,200,True,
545,1788580297.417,103.62,2099.77,200,True,
546,1788580297.838,104.041,1748.66,200,True,
547,1788580298.015,104.219,1927.63,200,True,
548,1788580298.515,104.718,1806.18,200,True,
549,1788580298.326,104.529,2010.26,200,True,
550,1788580298.214,104.417,2213.35,200,True,
551,1788580298.939,105.142,1647.25,200,True,
552,1788580299.343,105.546,1246.18,200,True,
553,1788580300.321,106.524,633.9,200,True,
554,1788580298.507,104.71,2479.53,200,True,
555,1788580299.224,105.427,1765.56,200,True,
556,1788580299.304,105.507,2128.36,200,True,
557,1788580299.587,105.79,1899.18,200,True,
558,1788580300.586,106.79,1040.99,200,True,
559,1788580300.428,106.631,1208.44,200,True,
560,1788580300.589,106.792,1433.69,200,True,
561,1788580299.318,105.521,2720.61,200,True,
562,1788580299.516,105.72,2929.24,200,True,
563,1788580302.038,108.241,449.28,200,True,
564,1788580300.986,107.19,1549.46,200,True,
565,1788580301.432,107.635,1218.68,200,True,
566,1788580300.99,107.193,1732.51,200,True,
567,1788580301.636,107.839,1220.33,200,True,
568,1788580299.943,106.146,3100.61,200,True,
569,1788580302.722,108.926,486.51,200,True,
570,1788580300.336,106.54,3191.97,200,True,
571,1788580303.044,109.247,504.16,200,True,
572,1788580301.486,107.689,2108.7,200,True,
573,1788580301.627,107.831,2112.08,200,True,
574,1788580303.528,109.732,483.2,200,True,
575,1788580303.548,109.751,501.08,200,True,
576,1788580300.955,107.158,3135.36,200,True,
577,1788580304.049,110.252,466.02,200,True,
578,1788580302.487,108.691,2047.65,200,True,
579,1788580302.023,108.226,2612.19,200,True,
580,1788580302.446,108.649,2346.52,200,True,
581,1788580304.515,110.718,508.51,200,True,
582,1788580302.536,108.739,2598.68,200,True,
583,1788580302.651,108.854,2989.46,200,True,
584,1788580305.023,111.227,714.86,200,True,
585,1788580303.595,109.798,2233.75,200,True,
586,1788580303.209,109.412,2681.81,200,True,
587,1788580302.856,109.06,3285.66,200,True,
588,1788580305.828,112.031,623.41,200,True,
589,1788580305.738,111.942,772.25,200,True,
590,1788580304.012,110.215,2717.56,200,True,
591,1788580305.891,112.094,928.52,200,True,
592,1788580304.635,110.838,2294.04,200,True,
593,1788580306.142,112.345,822.41,200,True,
594,1788580303.739,109.943,3245.14,200,True,
595,1788580304.09,110.294,3056.38,200,True,
596,1788580306.964,113.168,441.24,200,True,
597,1788580304.535,110.738,2922.51,200,True,
598,1788580306.452,112.655,1089.49,200,True,
599,1788580306.511,112.714,1090.45,200,True,
600,1788580306.929,113.132,732.42,200,True,
601,1788580306.729,112.932,1086.79,200,True,
602,1788580304.792,110.995,3193.39,200,True,
603,1788580305.135,111.338,2857.25,200,True,
604,1788580306.985,113.188,1042.21,200,True,
605,1788580307.147,113.35,1094.4,200,True,
606,1788580307.661,113.865,806.66,200,True,
607,1788580306.819,113.022,1794.02,200,True,
608,1788580307.541,113.744,1079.82,200,True,
609,1788580308.027,114.23,650.66,200,True,
610,1788580307.458,113.661,1359.4,200,True,
611,1788580308.468,114.671,504.84,200,True,
612,1788580305.64,111.843,3339.88,200,True,
