epoch,time_iso,hpa_current_replicas,hpa_desired_replicas,hpa_target_util_pct,hpa_current_util_pct,hpa_last_scale_time,pods_running,pods_pending,restarts_sum,cpu_m_sum,mem_mi_sum,per_pod_detail
1788579017.9,11:30:17,2,4,70,463,2026-09-05T03:29:31Z,4,0,9,1684.0,453.0,"59d5d7f794-2mpxn:423m,103Mi | 59d5d7f794-gfnsw:440m,104Mi | 59d5d7f794-mm7cz:321m,105Mi | 59d5d7f794-rfzwz:500m,141Mi"
1788579033.4,11:30:33,4,6,70,313,2026-09-05T03:30:31Z,6,0,9,1446.0,451.0,"59d5d7f794-2mpxn:506m,102Mi | 59d5d7f794-gfnsw:343m,105Mi | 59d5d7f794-mm7cz:268m,104Mi | 59d5d7f794-rfzwz:329m,140Mi"
1788579049.0,11:30:49,4,6,70,313,2026-09-05T03:30:31Z,,,,2387.0,657.0,"59d5d7f794-2mpxn:442m,102Mi | 59d5d7f794-gfnsw:480m,104Mi | 59d5d7f794-mm7cz:418m,105Mi | 59d5d7f794-pm2xc:356m,103Mi | 59d5d7f794-q7ncd:269m,104Mi | 59d5d7f794-rfzwz:422m,139Mi"
1788579084.4,11:31:24,4,6,70,313,2026-09-05T03:30:31Z,6,0,9,2064.0,659.0,"59d5d7f794-2mpxn:433m,103Mi | 59d5d7f794-gfnsw:277m,105Mi | 59d5d7f794-mm7cz:442m,104Mi | 59d5d7f794-pm2xc:311m,103Mi | 59d5d7f794-q7ncd:242m,104Mi | 59d5d7f794-rfzwz:359m,140Mi"
1788579100.0,11:31:39,,,,,,,,,2810.0,863.0,"59d5d7f794-2mpxn:256m,102Mi | 59d5d7f794-cnn64:364m,103Mi | 59d5d7f794-gfnsw:455m,104Mi | 59d5d7f794-mm7cz:240m,104Mi | 59d5d7f794-pm2xc:245m,103Mi | 59d5d7f794-q7ncd:471m,104Mi | 59d5d7f794-rfzwz:335m,139Mi | 59d5d7f794-rvmll:444m,104Mi"
1788579155.3,11:32:35,8,8,70,361,2026-09-05T03:31:31Z,8,0,9,2895.0,861.0,"59d5d7f794-2mpxn:363m,102Mi | 59d5d7f794-cnn64:276m,102Mi | 59d5d7f794-gfnsw:376m,104Mi | 59d5d7f794-mm7cz:235m,104Mi | 59d5d7f794-pm2xc:428m,102Mi | 59d5d7f794-q7ncd:450m,104Mi | 59d5d7f794-rfzwz:368m,139Mi | 59d5d7f794-rvmll:399m,104Mi"
1788579170.8,11:32:50,8,8,70,361,2026-09-05T03:31:31Z,8,0,9,2956.0,862.0,"59d5d7f794-2mpxn:355m,102Mi | 59d5d7f794-cnn64:377m,103Mi | 59d5d7f794-gfnsw:320m,104Mi | 59d5d7f794-mm7cz:371m,104Mi | 59d5d7f794-pm2xc:407m,103Mi | 59d5d7f794-q7ncd:440m,103Mi | 59d5d7f794-rfzwz:365m,139Mi | 59d5d7f794-rvmll:321m,104Mi"
1788579186.4,11:33:06,8,8,70,361,2026-09-05T03:31:31Z,8,0,9,905.0,860.0,"59d5d7f794-2mpxn:107m,102Mi | 59d5d7f794-cnn64:96m,102Mi | 59d5d7f794-gfnsw:193m,104Mi | 59d5d7f794-mm7cz:68m,104Mi | 59d5d7f794-pm2xc:116m,102Mi | 59d5d7f794-q7ncd:133m,103Mi | 59d5d7f794-rfzwz:105m,139Mi | 59d5d7f794-rvmll:87m,104Mi"
1788579201.9,11:33:21,8,8,70,361,2026-09-05T03:31:31Z,8,0,9,10.0,864.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-cnn64:1m,104Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:3m,104Mi | 59d5d7f794-rfzwz:1m,138Mi | 59d5d7f794-rvmll:1m,105Mi"
1788579217.4,11:33:37,8,8,70,1,2026-09-05T03:31:31Z,,,,21.0,859.0,"59d5d7f794-2mpxn:3m,102Mi | 59d5d7f794-cnn64:2m,102Mi | 59d5d7f794-gfnsw:1m,103Mi | 59d5d7f794-mm7cz:4m,104Mi | 59d5d7f794-pm2xc:3m,102Mi | 59d5d7f794-q7ncd:3m,104Mi | 59d5d7f794-rfzwz:3m,138Mi | 59d5d7f794-rvmll:2m,104Mi"
1788579252.9,11:34:12,8,8,70,1,2026-09-05T03:31:31Z,8,0,9,15.0,862.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-cnn64:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:3m,103Mi | 59d5d7f794-q7ncd:3m,104Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:3m,104Mi"
1788579268.4,11:34:28,8,8,70,1,2026-09-05T03:31:31Z,,,,8.0,863.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-cnn64:1m,103Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,138Mi | 59d5d7f794-rvmll:1m,105Mi"
1788579303.8,11:35:03,8,8,70,1,2026-09-05T03:31:31Z,8,0,9,17.0,861.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-cnn64:3m,103Mi | 59d5d7f794-gfnsw:2m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:5m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579319.3,11:35:19,8,8,70,1,2026-09-05T03:31:31Z,8,0,9,,,
1788579354.9,11:35:54,8,8,70,1,2026-09-05T03:31:31Z,,,,15.0,862.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-cnn64:2m,103Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:3m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:3m,139Mi | 59d5d7f794-rvmll:3m,104Mi"
1788579390.2,11:36:30,8,8,70,1,2026-09-05T03:31:31Z,8,0,9,17.0,860.0,"59d5d7f794-2mpxn:3m,102Mi | 59d5d7f794-cnn64:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:4m,102Mi | 59d5d7f794-q7ncd:4m,103Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579405.7,11:36:45,8,8,70,2,2026-09-05T03:31:31Z,8,0,9,10.0,862.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-cnn64:3m,103Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,138Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579421.2,11:37:01,8,8,70,2,2026-09-05T03:31:31Z,8,0,9,13.0,862.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-cnn64:1m,103Mi | 59d5d7f794-gfnsw:2m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:3m,139Mi | 59d5d7f794-rvmll:3m,104Mi"
1788579436.6,11:37:16,8,8,70,2,2026-09-05T03:31:31Z,8,0,9,12.0,863.0,"59d5d7f794-2mpxn:3m,103Mi | 59d5d7f794-cnn64:1m,103Mi | 59d5d7f794-gfnsw:3m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579452.0,11:37:32,8,7,70,1,2026-09-05T03:37:31Z,7,0,9,13.0,758.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:3m,103Mi | 59d5d7f794-pm2xc:2m,103Mi | 59d5d7f794-q7ncd:2m,103Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:3m,104Mi"
1788579467.6,11:37:47,8,7,70,1,2026-09-05T03:37:31Z,7,0,9,12.0,759.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:3m,104Mi | 59d5d7f794-rfzwz:2m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579483.1,11:38:03,8,7,70,1,2026-09-05T03:37:31Z,7,0,9,9.0,758.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,103Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:3m,104Mi"
1788579498.6,11:38:18,8,7,70,1,2026-09-05T03:37:31Z,7,0,9,14.0,760.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-gfnsw:4m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:2m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:3m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579514.2,11:38:34,7,7,70,1,2026-09-05T03:37:31Z,7,0,9,9.0,760.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:2m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579529.8,11:38:49,7,7,70,1,2026-09-05T03:37:31Z,7,0,9,14.0,760.0,"59d5d7f794-2mpxn:3m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:3m,104Mi | 59d5d7f794-rfzwz:2m,139Mi | 59d5d7f794-rvmll:2m,104Mi"
1788579545.3,11:39:05,7,7,70,1,2026-09-05T03:37:31Z,7,0,9,8.0,759.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:2m,104Mi | 59d5d7f794-rfzwz:1m,139Mi | 59d5d7f794-rvmll:1m,104Mi"
1788579560.8,11:39:20,7,7,70,1,2026-09-05T03:37:31Z,7,0,9,9.0,758.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:2m,138Mi | 59d5d7f794-rvmll:2m,104Mi"
1788579576.4,11:39:36,7,6,70,1,2026-09-05T03:39:31Z,6,0,9,12.0,655.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-gfnsw:4m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:2m,102Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,139Mi"
1788579592.0,11:39:51,7,6,70,1,2026-09-05T03:39:31Z,6,0,9,9.0,656.0,"59d5d7f794-2mpxn:2m,103Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:3m,103Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:1m,139Mi"
1788579607.5,11:40:07,7,6,70,1,2026-09-05T03:39:31Z,6,0,9,10.0,654.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:2m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:3m,103Mi | 59d5d7f794-rfzwz:2m,139Mi"
1788579623.0,11:40:23,7,6,70,1,2026-09-05T03:39:31Z,6,0,9,6.0,656.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,139Mi"
1788579638.6,11:40:38,6,6,70,1,2026-09-05T03:39:31Z,6,0,9,10.0,653.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-gfnsw:2m,103Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:3m,139Mi"
1788579654.1,11:40:54,6,6,70,1,2026-09-05T03:39:31Z,6,0,9,9.0,656.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:3m,105Mi | 59d5d7f794-pm2xc:2m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,138Mi"
1788579669.6,11:41:09,6,6,70,1,2026-09-05T03:39:31Z,,,,6.0,653.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-mm7cz:1m,104Mi | 59d5d7f794-pm2xc:1m,102Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:1m,138Mi"
1788579705.1,11:41:45,6,5,70,1,2026-09-05T03:41:31Z,,,,11.0,551.0,"59d5d7f794-2mpxn:4m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:2m,102Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:3m,140Mi"
1788579740.5,11:42:20,6,5,70,1,2026-09-05T03:41:31Z,5,0,9,9.0,552.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:3m,104Mi | 59d5d7f794-pm2xc:2m,103Mi | 59d5d7f794-q7ncd:2m,104Mi | 59d5d7f794-rfzwz:1m,139Mi"
1788579756.1,11:42:36,5,5,70,1,2026-09-05T03:41:31Z,,,,6.0,551.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi | 59d5d7f794-rfzwz:2m,139Mi"
1788579791.5,11:43:11,5,5,70,1,2026-09-05T03:41:31Z,5,0,9,9.0,551.0,"59d5d7f794-2mpxn:4m,102Mi | 59d5d7f794-gfnsw:1m,103Mi | 59d5d7f794-pm2xc:2m,103Mi | 59d5d7f794-q7ncd:1m,104Mi | 59d5d7f794-rfzwz:1m,139Mi"
1788579807.1,11:43:27,5,5,70,1,2026-09-05T03:41:31Z,5,0,9,10.0,550.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:3m,104Mi | 59d5d7f794-pm2xc:3m,102Mi | 59d5d7f794-q7ncd:2m,104Mi | 59d5d7f794-rfzwz:1m,138Mi"
1788579822.6,11:43:42,,,,,,4,0,6,6.0,411.0,"59d5d7f794-2mpxn:3m,102Mi | 59d5d7f794-gfnsw:1m,103Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi"
1788579858.0,11:44:17,5,4,70,2,2026-09-05T03:43:31Z,4,0,6,9.0,413.0,"59d5d7f794-2mpxn:3m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:3m,103Mi | 59d5d7f794-q7ncd:2m,104Mi"
1788579873.5,11:44:33,4,4,70,2,2026-09-05T03:43:31Z,4,0,6,9.0,411.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:4m,104Mi | 59d5d7f794-pm2xc:3m,102Mi | 59d5d7f794-q7ncd:1m,103Mi"
1788579889.1,11:44:49,4,4,70,2,2026-09-05T03:43:31Z,4,0,6,5.0,412.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:2m,103Mi"
1788579904.6,11:45:04,4,4,70,2,2026-09-05T03:43:31Z,4,0,6,4.0,412.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:1m,103Mi"
1788579920.2,11:45:20,4,4,70,2,2026-09-05T03:43:31Z,4,0,6,7.0,412.0,"59d5d7f794-2mpxn:3m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:1m,103Mi | 59d5d7f794-q7ncd:2m,103Mi"
1788579935.8,11:45:35,4,3,70,2,2026-09-05T03:45:31Z,3,0,6,7.0,308.0,"59d5d7f794-2mpxn:2m,102Mi | 59d5d7f794-gfnsw:1m,104Mi | 59d5d7f794-pm2xc:4m,102Mi"
1788579942.6,11:45:42,4,3,70,2,2026-09-05T03:45:31Z,3,0,6,6.0,309.0,"59d5d7f794-2mpxn:1m,102Mi | 59d5d7f794-gfnsw:4m,104Mi | 59d5d7f794-pm2xc:1m,103Mi"
